n	partition(n)	runtime(n)	memory(n)
2268	7123662591696737970806754341094737575112103730614	0.117475986480712890625	47233832
2269	7314884811901951462222340761939935289641834289395	0.1162240505218505859375	47265536
2270	7511196939811964197947649707463044206175866380723	0.1139409542083740234375	47297240
2271	7712733319945142389521924617582058172801542180874	0.11017894744873046875	47328944
2272	7919631812996487219317452100595913257543028088576	0.1096909046173095703125	47360648
2273	8132033887094289430962576814720449927838393960827	0.10923004150390625	47392352
2274	8350084711405357694774361105408889911972402015300	0.107947826385498046875	47424056
2275	8573933252148757415018198504928925593185861873742	0.109282970428466796875	47455760
2276	8803732371079513461579268567498022304249933730391	0.1089861392974853515625	47487464
2277	9039638926505285189617314422998964084970595438542	0.1077430248260498046875	47519168
2278	9281813876900616004271298745383250743059729594527	0.1090910434722900390625	47550872
2279	9530422387184993604151073155371828079705355168950	0.1657810211181640625	47582576
2280	9785633937732631891816046069641124632254214557235	0.110127925872802734375	47614280
2281	10047622436183602390848394841406802515973193043806	0.112740993499755859375	47645984
2282	10316566332127702901769041143039403233989122380996	0.11340808868408203125	47677688
2283	10592648734734255132957468343310308444321456043571	0.11283016204833984375	47709392
2284	10876057533402872254341014560334244700946683620780	0.1134378910064697265625	47741096
2285	11166985521512132864360358955503173717957792328653	0.115622997283935546875	47772800
2286	11465630523345040885726361109312137419668093929920	0.1134698390960693359375	47804504
2287	11772195524272142592252579142228927699835475405262	0.112249851226806640625	47836208
2288	12086888804275213526126666074714236379441857513978	0.1156790256500244140625	47867912
2289	12409924074896520730686758323108856061617655222490	0.1148188114166259765625	47899616
2290	12741520619700810766902679602920740106349316265795	0.1129610538482666015625	47931320
2291	13081903438339372702369995825105861818651826992639	0.112556934356689453125	47963024
2292	13431303394307778991751050067148151893379620506077	0.1119010448455810546875	47994728
2293	13789957366491217272065156663906255405414311071587	0.1125309467315673828125	48026432
2294	14158108404593693973445004415760318309772932242370	0.1129970550537109375	48058136
2295	14536005888549817728742960090051403934327801222156	0.111795902252197265625	48089840
2296	14923905692020358321733692442892587286459907678047	0.11303806304931640625	48121544
2297	15322070350075326847761463298913968554265401515217	0.1112878322601318359375	48153248
2298	15730769231170936413643835624649288938501733002618	0.1122510433197021484375	48184952
2299	16150278713529481654471379166675899361510665760775	0.1151988506317138671875	48216656
2300	16580882366033921211442301450921091904365926280416	0.110744953155517578125	48248360
2301	17022871133751761754598643267756804218108498650480	0.1868269443511962890625	48280024
2302	17476543528205726845562009156571175360531579106807	0.1256730556488037109375	48311688
2303	17942205822511650658087298129211531345495818175057	0.1155288219451904296875	48343352
2304	18420172251507067091174412069974707159021665744880	0.121447086334228515625	48375016
2305	18910765216997070947078996545777114475682919623589	0.120726108551025390625	48406680
2306	19414315498247211476154846356983916621521411447697	0.1327321529388427734375	48438344
2307	19931162467856441629277246980513463599759674413041	0.12496089935302734375	48470008
2308	20461654313146490770914182133145338856645809727187	0.176052093505859375	48501672
2309	21006148263207456404192932627622104852595304280970	0.1613919734954833984375	48533336
2310	21565010821742923705373368869534441911701199887419	0.115993022918701171875	48565000
2311	22138618005861522471365237940368652982888104075000	0.1205279827117919921875	48596672
2312	22727355590965521614482418924663783733921186781149	0.1139469146728515625	48628344
2313	23331619361890843810727406215610806254135308857160	0.12378787994384765625	48660016
2314	23951815370456759593096244705083096637451017834880	0.1324779987335205078125	48691688
2315	24588360199587493406897494649744406335205727290057	0.119174957275390625	48723360
2316	25241681234172046294108468111219387029991510514102	0.1202089786529541015625	48755032
2317	25912216938832713390963025920891990759428674050912	0.12862491607666015625	48786704
2318	26600417142777051809706408361950504454660772072685	0.1732800006866455078125	48818376
2319	27306743331912438295458811467722364839525869129400	0.114803791046142578125	48850048
2320	28031668948406848928849481174161195141360108410956	0.1188709735870361328125	48881720
2321	28775679697884097775242882020060349688803476984805	0.118175029754638671875	48913392
2322	29539273864446490518541231137563989837057604952179	0.116281032562255859375	48945064
2323	30322962633722685585711432023667002655631855893969	0.1166751384735107421875	48976736
2324	31127270424143511960418282768032077800615961592375	0.1159999370574951171875	49008408
2325	31952735226653572764265207581869821725011637243487	0.118328094482421875	49040080
2326	32799908953071669788426324706615644528794262188810	0.1186769008636474609375	49071752
2327	33669357793318419597396187557448074241909961160527	0.116775035858154296875	49103424
2328	34561662581734899786701292837993789078148269659948	0.1175830364227294921875	49135096
2329	35477419172721767722086620675579581559062365395875	0.1168000698089599609375	49166768
2330	36417238825934036963035091771377814636876895938849	0.1164150238037109375	49198440
2331	37381748601272582004301821355152191840543933044480	0.1170890331268310546875	49230112
2332	38371591763919473464910961559285225914454949449279	0.116240024566650390625	49261784
2333	39387428199670427009917909560877277324279071654230	0.174277782440185546875	49293456
2334	40429934840823983789090419362572880622618841036000	0.1167709827423095703125	49325128
2335	41499806102893531791299424581039874366426784160676	0.1181499958038330078125	49356800
2336	42597754332414930108684698464207986438238414531147	0.120028972625732421875	49388472
2337	43724510266129315639709919648795164529190983190550	0.1175000667572021484375	49420144
2338	44880823501827658290753362113015735891775860228025	0.1185588836669921875	49451816
2339	46067462981150790416506320013365490407603364278280	0.117938995361328125	49483488
2340	47285217484645973326080769865489605746387338228688	0.118566036224365234375	49515160
2341	48534896139388582534016509015707084448606794509814	0.1270000934600830078125	49546832
2342	49817328939485198519236927086579980055136752412153	0.1209199428558349609375	49578504
2343	51133367279782285645165745517535680609133370052296	0.117619991302490234375	49610184
2344	52483884503112733276871946748564813602003527319855	0.1170599460601806640625	49641864
2345	53869776461420824806590383880147822175719204551469	0.1260330677032470703125	49673544
2346	55291962091114697184508819760614991511857392669436	0.1938879489898681640625	49705224
2347	56751384003004060684283391440819878903446789803099	0.1196520328521728515625	49736904
2348	58249009087189871171927544609837628960380623034142	0.119758129119873046875	49768584
2349	59785829133281790377677305788784327434428364970750	0.11997509002685546875	49800264
2350	61362861466328639006942053695686748622617850877171	0.1196639537811279296875	49831944
2351	62981149598856648513992946515066172932792511110884	0.12009716033935546875	49863624
2352	64641763899420155681002068750650481144652897951882	0.1801929473876953125	49895304
2353	66345802278079465613952539750862814246981008871159	0.1285650730133056640625	49926984
2354	68094390889230939345801166300675543634997580023495	0.1296160221099853515625	49958664
2355	69888684852224948030989898005576415781403878920995	0.1349308490753173828125	49990344
2356	71729868990218182977254525351745038902483193889528	0.130940914154052734375	50022024
2357	73619158587717925895914811729724245783180985354842	0.1985919475555419921875	50053704
2358	75557800167287273321320320811040130784252221919060	0.1395549774169921875	50085384
2359	77547072285891979874115998945868567670402747044445	0.12702083587646484375	50117064
2360	79588286351381543804941144999617740627898062871643	0.1270389556884765625	50148744
2361	81682787459609412105690788920445375282931841060492	0.12701892852783203125	50180424
2362	83831955252709738636327407566454519669269037443061	0.122826099395751953125	50212104
2363	86037204799060994583504133500298291142599767525961	0.1213939189910888671875	50243784
2364	88299987495479913719532319572840702828357104994815	0.1254398822784423828125	50275464
2365	90621791992202763126914659986946872015595738278003	0.1211071014404296875	50307144
2366	93004145141224771243446359569837640488487305606833	0.121407985687255859375	50338824
2367	95448612968582727407224954007027627693270062216153	0.1209509372711181640625	50370504
2368	97956801671180298878693599735216669857785613237715	0.180818080902099609375	50402184
2369	100530358638770501129135789786132580428696541463525	0.122396945953369140625	50433864
2370	103170973501725013759939661850158896906366983382795	0.122147083282470703125	50465544
2371	105880379205235666714568162057607929186246674835477	0.122564792633056640625	50497224
2372	108660353110609438642727243903401536959027659486124	0.122828960418701171875	50528904
2373	111512718124334720773264584058717478384571245088082	0.1236050128936767578125	50560584
2374	114439343855613415076071522953096149591716910973500	0.122683048248291015625	50592264
2375	117442147803070664704054798350668120890654926300513	0.1227810382843017578125	50623944
2376	120523096571371667803183996442776155815729810091602	0.123261928558349609375	50655624
2377	123684207118493113105268436573489685721321552781151	0.1835210323333740234375	50687304
2378	126927548034415307868377394917913546501247383867613	0.1758749485015869140625	50718984
2379	130255240852020056553944404306572055559539047530145	0.1264479160308837890625	50750664
2380	133669461390998803240347188535274022509125836065110	0.12393093109130859375	50783168
2381	137172441135595483551688849972013947996581871778170	0.1239540576934814453125	50815672
2382	140766468647028954484433593096055372616292751308832	0.1257269382476806640625	50848176
2383	144453891011460794882135190497537058556764977948995	0.125608921051025390625	50880680
2384	148237115324395707667015292482470242745754168289775	0.12456607818603515625	50913192
2385	152118610212423719809411357105042520067307779240520	0.127031803131103515625	50945704
2386	156100907393235880227548485941067592747534460439448	0.12473011016845703125	50978216
2387	160186603274868212495995174730244824826286924759060	0.1949861049652099609375	51010728
2388	164378360595152301854136694694118079266206458932708	0.1611959934234619140625	51043240
2389	168678910102375098323537690529566365095195830119715	0.14437007904052734375	51075752
2390	173091052278175313875346442702502205694341724313429	0.136456966400146484375	51108264
2391	177617659103729195986746184184236646145304254737028	0.1267750263214111328125	51140776
2392	182261675870304487388520687355584130250935690880972	0.1258718967437744140625	51173288
2393	187026123035288047490867195922886699634867141186408	0.1250360012054443359375	51205800
2394	191914098124819930404162679326110679178204492902970	0.126619815826416015625	51238312
2395	196928777684194703542432119373410255613845416290627	0.1854650974273681640625	51270824
2396	202073419277219465790162920942761564437025278844409	0.1256520748138427734375	51303336
2397	207351363535747401800832745531222095970123079470866	0.1249659061431884765625	51335848
2398	212766036260635806253027202800291886071043511130893	0.12693691253662109375	51368360
2399	218320950575408346303872686615815518603736687265550	0.126060009002685546875	51400872
2400	224019709133932919957689061390552862746031758458304	0.1243598461151123046875	51433384
2401	229866006383458830949778967121025947053151071434926	0.1255629062652587890625	51465896
2402	235863630884390155812442175854014517889393984836232	0.126040935516357421875	51498408
2403	242016467688206145276344061824939391497289921344319	0.12483978271484375	51530920
2404	248328500774974299762177021852107412058234599633660	0.1862528324127197265625	51563432
2405	254803815551937407606287486346848530864431251682411	0.125094890594482421875	51595944
2406	261446601414692355496335282873363983668020889836360	0.126556873321533203125	51628456
2407	268261154372515934523018586706764224652758295238166	0.1263940334320068359375	51660968
2408	275251879739431193944393927980843975448015734231456	0.159832000732421875	51693480
2409	282423294892647160394499527988292633580813431968720	0.124950885772705078125	51725992
2410	289780032100044965565638185282633831588088504297253	0.125607013702392578125	51758504
2411	297326841418424633617945474627449518623223932967198	0.1876709461212158203125	51791016
2412	305068593664268994544312629723329236676843814611957	0.1263110637664794921875	51823528
2413	313010283458824435839645487672681448751536128120719	0.126142024993896484375	51856040
2414	321157032349342507073515697424466804962980378707300	0.1257488727569580078125	51888552
2415	329514092008371775927573078641257544141430283832310	0.1258871555328369140625	51921064
2416	338086847513035826131406156272669425469096435441169	0.1284730434417724609375	51953576
2417	346880820706280914339971199061511110032851886967137	0.126288890838623046875	51986088
2418	355901673642125591813707043622534952223283339280101	0.1265180110931396484375	52018600
2419	365155212116994575920151188842851740380508864908970	0.1915390491485595703125	52051112
2420	374647389289270354779812696943359199223073776527524	0.1264789104461669921875	52083584
2421	384384309389248455327267290257609074709972871788879	0.1267340183258056640625	52116056
2422	394372231521736030856900123129107963761511852907062	0.1429860591888427734375	52148528
2423	404617573563588459702218138566029837845857058362469	0.206138134002685546875	52181000
2424	415126916158535023731030449746058156911457360217500	0.162456989288330078125	52213472
2425	425907006811702486258611691435747829051036619210903	0.130527973175048828125	52245944
2426	436964764086304546997571902667823798077679571339689	0.190411090850830078125	52278416
2427	448307281905025750783203518734071850525930124835870	0.12532711029052734375	52310888
2428	459941833958690501858441260833172834575927050017497	0.1279900074005126953125	52343360
2429	471875878224871422129752689802003581309719671216145	0.127851963043212890625	52375832
2430	484117061599156426525236728117223720907832020184888	0.12874603271484375	52408304
2431	496673224641860608784678055946833883950031191035725	0.129044055938720703125	52440776
2432	509552406443037374969583492229383313416835733059701	0.128468036651611328125	52473248
2433	522762849608713268897451362983651906277382721179854	0.19033908843994140625	52505720
2434	536313005371342643715460083111040042096768651944785	0.1276810169219970703125	52538192
2435	550211538827551788032090316191702467148009553891765	0.1276988983154296875	52570664
2436	564467334306317355502338280181042531694130943361929	0.128693103790283203125	52603136
2437	579089500870801016601654991798984624538203584674550	0.1396160125732421875	52635608
2438	594087377957141194645081615027313378657219091976058	0.141461849212646484375	52668080
2439	609470541153583610086244251156702088407546864564250	0.1556918621063232421875	52700552
2440	625248808123415184021445170239142357065496320226974	0.1936109066009521484375	52733024
2441	641432244675250690988723453000798446534275367015717	0.134725093841552734375	52765496
2442	658031170984308451084537723836848917759126780943929	0.143786907196044921875	52797968
2443	675056167968400361774985057979390540476824195499264	0.1618480682373046875	52830440
2444	692518083822452741394297527894579793217444427279865	0.1933238506317138671875	52862912
2445	710428040715467841255717203419691810125435835218542	0.185520172119140625	52895384
2446	728797441653931534847387578562876222605215306007682	0.133942127227783203125	52927856
2447	747637977515770665320414243823232108546943571791584	0.1923530101776123046875	52960328
2448	766961634259063882272862309538971496456501841189299	0.1418049335479736328125	52992800
2449	786780700309812582901493233837104883069651992252500	0.1604239940643310546875	53025272
2450	807107774133183849507621375104362485942528919417094	0.143517971038818359375	53057744
2451	827955771992745105077858611205558631300937454362243	0.1341669559478759765625	53090216
2452	849337935902320652619232737317794449777545949179711	0.13630199432373046875	53122696
2453	871267841775213384980863950063063429886904651528812	0.1993448734283447265625	53155176
2454	893759407775650814410526929963928966861696330836200	0.1323950290679931640625	53187656
2455	916826902877433240978780331677009554236212353692084	0.141192913055419921875	53220136
2456	940484955634883423732306479679700600136395142799772	0.133594036102294921875	53252616
2457	964748563171321607096873785043308907920748393645865	0.1304628849029541015625	53285096
2458	989633100390417258370972350733200785584553946028102	0.1330521106719970703125	53317576
2459	1015154329415899462551538855668088513315200292902465	0.195146083831787109375	53350056
2460	1041328409265241672356796753836476758668568608962817	0.13043308258056640625	53382544
2461	1068171905763073500068056689718618672673472054705623	0.1328871250152587890625	53415032
2462	1095701801700212541420510934836771894810436524644206	0.13276195526123046875	53447520
2463	1123935507244352919801698227500042488236652668362464	0.1335670948028564453125	53480008
2464	1152890870608594412929146690100187865796230009117415	0.134972095489501953125	53512496
2465	1182586188984146757378861272237745685156851393567877	0.2002799510955810546875	53544984
2466	1213040219743698104212153283094735988868458164856735	0.1392838954925537109375	53577472
2467	1244272191922094708920237946746471334658921810675089	0.13214206695556640625	53609960
2468	1276301817981140870474529866246359687648227775992726	0.1319549083709716796875	53642448
2469	1309149305865493979065272921268867078953610074980355	0.1377980709075927734375	53674936
2470	1342835371356799383941072744632607586619060990003342	0.14615917205810546875	53707424
2471	1377381250733383747666895193431311551421473834674537	0.212196826934814453125	53739912
2472	1412808713743003709421434478836269410607157240633931	0.1411278247833251953125	53772400
2473	1449140076896329138317020116671377802568526770518725	0.1389789581298828125	53804888
2474	1486398217089027121199419785627770438512228407175000	0.1332008838653564453125	53837376
2475	1524606585560504203472825372845600976263733665501642	0.1361758708953857421875	53869864
2476	1563789222197560394205351099996482830581156974888244	0.13922405242919921875	53902352
2477	1603970770191409168676519057930382172908445935119463	0.20020580291748046875	53934840
2478	1645176491056723265830534175841536314124424257900655	0.1330840587615966796875	53967328
2479	1687432280021576600685684487181671811367617087501755	0.157104969024658203125	53999816
2480	1730764681797368211260238937556940484156749101230455	0.13494205474853515625	54032304
2481	1775200906738034957464112810216480762332001678674799	0.134251117706298828125	54064792
2482	1820768847398085810011063048337611865735620543349686	0.133882999420166015625	54097280
2483	1867497095499222138016227017428624557231848665351291	0.199420928955078125	54129768
2484	1915414959315545554866069359053268627009894091487255	0.1335899829864501953125	54162256
2485	1964552481487597746580633524928622127514294053468578	0.1342818737030029296875	54194744
2486	2014940457275725421793253569605575859047900517862975	0.1358001232147216796875	54227232
2487	2066610453263518227450300026070406061787487374956619	0.1477658748626708984375	54259720
2488	2119594826522328312496888837397949369108992226003579	0.20137691497802734375	54292208
2489	2173926744248147339669532102906132397617461595649235	0.13471698760986328125	54324696
2490	2229640203882390293040946390903966696602633829194840	0.135028839111328125	54357184
2491	2286770053728415559686499093247615980043870048333375	0.13553905487060546875	54389672
2492	2345352014075897634933772608434944801289607520822444	0.135204792022705078125	54422160
2493	2405422698845462573006497019894423614036351120521629	0.202538013458251953125	54454648
2494	2467019637766297143181469675691820929552138013921170	0.1358048915863037109375	54487136
2495	2530181299099750724441152937967329319658147447405249	0.1339900493621826171875	54519624
2496	2594947112922264451615392923126900249342712365881980	0.1349561214447021484375	54552112
2497	2661357494981285189837685277991457183899724929972336	0.149998188018798828125	54584600
2498	2729453871138152742649660700418835108908145695065284	0.135919094085693359375	54617088
2499	2799278702412287477405614444445747930301938442180000	0.298809051513671875	54649576
2500	2870875510641352469269629800993561138276373608937244	0.1369178295135498046875	54682064
2501	2944288904772419516055596903431635682611440388817684	0.1345551013946533203125	54715376
2502	3019564607799532159016586951616642980389816614848623	0.1437969207763671875	54748688
2503	3096749484363431362720513648966835225350796839944705	0.15966510772705078125	54782000
2504	3175891569029590968434327113853291229809825601961265	0.292972087860107421875	54815312
2505	3257040095261100652976951554528119114719453404725007	0.1424028873443603515625	54848624
2506	3340245525103334116822171147466786507458445890183988	0.1366050243377685546875	54881936
2507	3425559579597749814517587789768024144026745140376550	0.1458759307861328125	54915248
2508	3513035269942590955686749126214187667970579050845937	0.135879039764404296875	54948560
2509	3602726929418680979845445364711401806180203650663725	0.202866077423095703125	54981872
2510	3694690246098950482357992748748848483474524052004611	0.14185810089111328125	55015184
2511	3788982296360781887103496312666448565688651771156677	0.1368539333343505859375	55048496
2512	3885661579220719274616818998490729558629719751838590	0.137508869171142578125	55081808
2513	3984788051511562939333648375836061468352863107532895	0.1371119022369384765625	55115120
2514	4086423163922351728879727101483809741806177963555690	0.213427066802978515625	55148432
2515	4190629897922231281075551233411026977189480304097898	0.136289119720458984375	55181744
2516	4297472803589713195797719954967455347047259565521535	0.147346019744873046875	55215056
2517	4407018038369349240856665212333154882125704077589469	0.13794803619384765625	55248368
2518	4519333406778376182071537408268876717047377660539309	0.137057781219482421875	55281680
2519	4634488401086431042999613202320599056013666269808095	0.204106807708740234375	55314992
2520	4752554242991993841520963249414089899868727306156151	0.1406381130218505859375	55348304
2521	4873603926319785428021394501333720015327875435493334	0.1355020999908447265625	55381616
2522	4997712260763932279877330028117129580102423295781468	0.139400959014892578125	55414928
2523	5124955916702308313402436494087186974580434592449951	0.13793182373046875	55448240
2524	5255413471108076289076513006327411298236012835234575	0.2062530517578125	55481552
2525	5389165454585078548261709450534659314202563149354057	0.13918590545654296875	55514864
2526	5526294399554368977231521427653972275854990788331489	0.13904094696044921875	55548176
2527	5666884889619835602885533203235439919233600679804406	0.1391141414642333984375	55581488
2528	5811023610141536448059213084743087669003036236775103	0.2071568965911865234375	55614800
2529	5958799400046060585490630818632920216006060503718510	0.138557910919189453125	55648112
2530	6110303304903932109667894298357280077887064784556654	0.1663610935211181640625	55681424
2531	6265628631304797385315804337699926004076351198558711	0.1711399555206298828125	55714736
2532	6424871002561875829730707569804425421483382493993873	0.1753761768341064453125	55748048
2533	6588128415777912052475545852109480181638859709445826	0.2127020359039306640625	55781360
2534	6755501300305642828652280523659407427356431726436620	0.13897800445556640625	55814672
2535	6927092577636586549462887279130693765401508215921245	0.14256191253662109375	55847984
2536	7103007722752775914506073422804476320494544770048312	0.1393868923187255859375	55881296
2537	7283354826976887152988967198957720383707305165070085	0.1490461826324462890625	55914608
2538	7468244662357071445056682616479498673556152086951745	0.2112638950347900390625	55947920
2539	7657790747623666929840154326065924751619695001052350	0.1421349048614501953125	55981240
2540	7852109415755863214714455762547367204404343128821246	0.1418468952178955078125	56014560
2541	8051319883197305133061805771318566084811620020251852	0.1407649517059326171875	56047880
2542	8255544320760559139519930203708937429850294976796965	0.2153089046478271484375	56081160
2543	8464907926261324698069291841387775142583704577249698	0.143222808837890625	56114440
2544	8679538998924254837276864472202600859299514774595215	0.1412990093231201171875	56147720
2545	8899569015603255258859299685608059508638299714997614	0.1439111232757568359375	56181000
2546	9125132708860160543417239755786266257617796218166606	0.1566278934478759765625	56214280
2547	9356368146946739666655830765983424300553519393267472	0.2470920085906982421875	56247560
2548	9593416815736061799844521059993184829193270645074153	0.14993190765380859375	56280840
2549	9836423702650357812460684762721824990012860222078800	0.15598392486572265625	56314120
2550	10085537382633643629579359240767552914508840717744988	0.17831707000732421875	56347400
2551	10340910106218529242505578334192463468819792892603616	0.248694896697998046875	56380680
2552	10602697889737822363834408050550848307110603567047014	0.15585994720458984375	56413960
2553	10871060607732749107890856118316240717620836926939511	0.157002925872802734375	56447240
2554	11146162087610856329903344263765045903405300483184650	0.1619701385498046875	56480520
2555	11428170206607932053442379231928843234322299611746307	0.277439117431640625	56513800
2556	11717256991109582452700500441429861219081196713274899	0.2484200000762939453125	56547080
2557	12013598718389436847509138995148187752666901012404561	0.169384002685546875	56580360
2558	12317376020822316844688879898149535224655381367019537	0.144927978515625	56613640
2559	12628773992632102866603266132278994492869056893264295	0.1476500034332275390625	56646920
2560	12947982299235461611306189810113716578249231727836301	0.2139301300048828125	56680200
2561	13275195289244062271000342377047526900725957534744822	0.1904289722442626953125	56713480
2562	13610612109189408397523353882992255475716907249040426	0.1510350704193115234375	56746760
2563	13954436821035946964841018161011870388979201037559819	0.153913974761962890625	56780040
2564	14306878522549687277807418676211633568146385311096320	0.2308299541473388671875	56813328
2565	14668151470591170772110541442285164725755647696283845	0.18253993988037109375	56846616
2566	15038475207403279320781179835426902726773728354777293	0.218737125396728515625	56879904
2567	15418074689966055306851273882084716303290532403560629	0.1712818145751953125	56913192
2568	15807180422492432359656432024503299750773255860077837	0.25537014007568359375	56946480
2569	16206028592140542225326718878045702533624294374636360	0.1722171306610107421875	56979768
2570	16614861208020071713627674459947825024733982490051151	0.2775681018829345703125	57013056
2571	17033926243571995019424616032851019738121904228310093	0.21617794036865234375	57046344
2572	17463477782402901966590266722921509469758419756277397	0.2447888851165771484375	57079632
2573	17903776167657082897652586352413843101156115652543748	0.156758785247802734375	57112920
2574	18355088155011517090476947683948276738341170386586750	0.1558430194854736328125	57146208
2575	18817687069380944805039738899544818107187193809606848	0.234033107757568359375	57179496
2576	19291852965422284455349741573596381534446915248178726	0.238233089447021484375	57212784
2577	19777872791929787096089219153316017224755221808714100	0.147736072540283203125	57246072
2578	20276040560214501569265179778367899624633908486516920	0.1457560062408447265625	57279360
2579	20786657516563856458787037698430398641324767312257660	0.150859832763671875	57312648
2580	21310032318879450663766898339069101313436711780276186	0.2191898822784423828125	57345936
2581	21846481217593484166102061373360283828232523422338706	0.14904499053955078125	57379224
2582	22396328240966655705111401013174086097320676841755182	0.1473181247711181640625	57412512
2583	22959905384872805881828651090068528725660306588738530	0.1479949951171875	57445800
2584	23537552807178094028466621551669121053281242290608650	0.21953296661376953125	57479088
2585	24129619026825066356007181055107872377674324290282933	0.1570188999176025390625	57512376
2586	24736461127734602827998681824430435314607504318337751	0.149322986602783203125	57545664
2587	25358444967641422327050259497664729538803544027202947	0.1485030651092529296875	57578952
2588	25995945391981581440984064606684817801038624834533565	0.22093105316162109375	57612240
2589	26649346452953223090879581553169079600044134867542220	0.1510410308837890625	57645528
2590	27319041633874718780795189338313637828799064324340794	0.15186309814453125	57678816
2591	28005434078967304031798377559688310157618604781885784	0.148149967193603515625	57712104
2592	28708936828692332170456356129045785391654230539487020	0.23301792144775390625	57745392
2593	29429973060776368710712728774919248651040648732812858	0.15108585357666015625	57778680
2594	30168976337060518772742237329185022325295009466899840	0.1740520000457763671875	57811968
2595	30926390856313625036510555371129690807318698361541214	0.1802790164947509765625	57845256
2596	31702671713152295384781661049660522076728523384410216	0.2230298519134521484375	57878544
2597	32498285163214119444377950284298660542460936648174059	0.1547529697418212890625	57911832
2598	33313708894733913521468894600489715140860092688945826	0.152057170867919921875	57945120
2599	34149432306676395825059439850386415920878967927255875	0.151136875152587890625	57978408
2600	35005956793582340304825402566403235647028948536389790	0.2239840030670166015625	58011696
2601	35883796037288989861800814482227706173888076314442182	0.150784969329833984375	58044984
2602	36783476305689330135636377709333563778276238450874192	0.15046215057373046875	58078272
2603	37705536758698735589420121718995932080335607684235417	0.225945949554443359375	58111560
2604	38650529761601502309384972346940071930907121449878470	0.152884960174560546875	58144848
2605	39619021205953878968131060958209317922283967294207580	0.1544249057769775390625	58178136
2606	40611590838224400972201093445575354531869463581932632	0.153419971466064453125	58211424
2607	41628832596356625185084863157197785158136866544032382	0.227161884307861328125	58244712
2608	42671354954443756094474237409598323917067280285479122	0.151009082794189453125	58278000
2609	43739781275709151240888382157837183636406309003387290	0.1528751850128173828125	58311288
2610	44834750173991296561484545937949445136110446482379722	0.1544330120086669921875	58344576
2611	45956915883936553501865422859008366155660489023581782	0.2303240299224853515625	58377864
2612	47106948640107801841241722897146950348312043019625320	0.1527779102325439453125	58411152
2613	48285535065222037752327699649565118967681419074746880	0.15443706512451171875	58444440
2614	49493378567735038326774663202851615489051206088947460	0.154101848602294921875	58477728
2615	50731199748996374351116600213833414230943891707336213	0.228302001953125	58511016
2616	51999736820203345291255088825832173749433840024501158	0.152088165283203125	58544304
2617	53299746029387827073842040750154343235893283649429582	0.1549909114837646484375	58577592
2618	54632002098675567244651484601573455136011065313816128	0.2300689220428466796875	58610880
2619	55997298672063136408527688053810103456511651819517625	0.155025959014892578125	58644168
2620	57396448773963552552902171838638405332817452524343773	0.1546609401702880859375	58677456
2621	58830285278777539037695972478321322262654967338040465	0.1760070323944091796875	58710752
2622	60299661391753460881154763442847954834551810610408453	0.2387268543243408203125	58744048
2623	61805451141405210739924300976948022198997754575729187	0.1563770771026611328125	58777344
2624	63348549883763689003905924908369051004584454612636875	0.1633770465850830078125	58810640
2625	64929874818744045110631859526027614744237176086054031	0.23688602447509765625	58844760
2626	66550365518917523017382984532168172351239840461932537	0.1593530178070068359375	58878880
2627	68210984470983586319981089375152518140408370142820171	0.1577479839324951171875	58913000
2628	69912717630244991425544961853604077809670057562581875	0.1589629650115966796875	58947120
2629	71656574988395634207296451695295995216065532953172045	0.235504150390625	58981240
2630	73443591154938320513835114037754855331396262757961537	0.15573978424072265625	59015360
2631	75274825952557107682548063751669090145031179146130259	0.1575238704681396484375	59049480
2632	77151365026776536816672747492101539446378738290971747	0.2324860095977783203125	59083600
2633	79074320470247928120049519839632230336234433216761019	0.1575000286102294921875	59117720
2634	81044831462010948229347867216688163350036770927250235	0.157885074615478515625	59151840
2635	83064064922086883523744339291244215257861482555162521	0.1587159633636474609375	59185960
2636	85133216181768471208765435152704598322440517479772430	0.234693050384521484375	59220080
2637	87253509669979755047517548146069871261120893495806282	0.1593167781829833984375	59254200
2638	89426199616088249535496519635152121666106811270278547	0.1595070362091064453125	59288320
2639	91652570769560719777113394091856038348613615833886170	0.254519939422607421875	59322440
2640	93933939136863119123749392892735917660881686390337526	0.1675550937652587890625	59356560
2641	96271652736014677686045219583000952377805827942551724	0.1627521514892578125	59390680
2642	98667092369215807161979370678429828745006102937276633	0.1609680652618408203125	59424800
2643	101121672413979386167688996337123791467248841317704821	0.24005794525146484375	59458920
2644	103636841633205120679027318058079571177607769547240415	0.15732097625732421875	59493040
2645	106214084004647041668836937231549594505323132513437278	0.1613509654998779296875	59527160
2646	108854919570234812062134899829146693355089494082523634	0.2378571033477783203125	59561280
2647	111560905305720373359957505991927968584197994392228647	0.159122943878173828125	59595400
2648	114333636011132574463322316250150454200844855413250951	0.1733620166778564453125	59629520
2649	117174745222533797255135789470184107421660129625658200	0.239904880523681640625	59663640
2650	120085906145584231399126445315098827191950918964019621	0.1640908718109130859375	59697760
2651	123068832611431360759050195700468737220294411844065883	0.172976016998291015625	59731880
2652	126125280055454412138518641540314952823262461491505834	0.166777133941650390625	59766000
2653	129257046519405990147095378413334218789030488273209296	0.243526935577392578125	59800120
2654	132465973677505886515589812917131848440863809704489065	0.1594188213348388671875	59834240
2655	135753947887055114868492178746289239546254768809806232	0.162356853485107421875	59868360
2656	139122901264151589725385134351895873632980196012201867	0.2393779754638671875	59902480
